Unnamed: 0,work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size
0,2020,-0.12437138861203878,0.02785445080482249,0.0954061586061601,70000,EUR,-0.4579044522885857,-1.446366195097786,0,-1.4912605166897923,-1.2403457692652027
1,2020,0.8434931355867756,0.02785445080482249,1.8992081704173833,260000,USD,2.083281507558465,-0.46052732749713665,0,-0.429997256571036,1.8201822061168218
2,2020,0.8434931355867756,0.02785445080482249,-1.3286480612448057,85000,GBP,-0.04617666998719166,-1.1177532392309029,50,-1.1166970131184666,0.2899182184258095
3,2020,-0.12437138861203878,0.02785445080482249,2.4688298583577697,20000,USD,-1.3018258115582,-0.9534467612974613,0,-0.9918425119280246,1.8201822061168218
4,2020,0.8434931355867756,0.02785445080482249,1.6143973264471903,150000,USD,0.5317739862966603,0.7991556699925819,50,0.7561205047381624,-1.2403457692652027
5,2020,-2.0601004370096674,0.02785445080482249,-0.8539633212944837,72000,USD,-0.5683858924162558,0.7991556699925819,100,0.7561205047381624,-1.2403457692652027
6,2020,0.8434931355867756,0.02785445080482249,1.2346495344869326,190000,USD,1.095958539482771,0.7991556699925819,100,0.7561205047381624,1.8201822061168218
7,2020,-0.12437138861203878,0.02785445080482249,0.0954061586061601,11000000,HUF,-1.0798897129486136,-0.8439091093418336,50,-0.8669880107375827,-1.2403457692652027
8,2020,-0.12437138861203878,0.02785445080482249,-1.2337111132547411,135000,USD,0.3202047788518687,0.7991556699925819,100,0.7561205047381624,-1.2403457692652027
9,2020,0.8434931355867756,0.02785445080482249,1.1397125864968682,125000,USD,0.179158640555341,0.032392106303187986,50,0.13184799878595274,1.8201822061168218
10,2020,-2.0601004370096674,0.02785445080482249,0.0954061586061601,45000,EUR,-0.8600552017996455,-1.1725220652087167,0,-1.1791242637136876,1.8201822061168218
11,2020,-0.12437138861203878,0.02785445080482249,0.0954061586061601,3000000,INR,-1.0129492157130815,-0.7343714573862059,0,-0.6797062589519198,-1.2403457692652027
12,2020,-2.0601004370096674,0.02785445080482249,0.0954061586061601,35000,EUR,-1.0209183225268352,-1.1725220652087167,0,-1.1791242637136876,0.2899182184258095
13,2020,-0.12437138861203878,0.02785445080482249,1.0447756385068039,87000,USD,-0.3568166849714643,0.7991556699925819,100,0.7561205047381624,-1.2403457692652027
14,2020,-0.12437138861203878,0.02785445080482249,-0.8539633212944837,85000,USD,-0.3850259126307698,0.7991556699925819,100,0.7561205047381624,-1.2403457692652027
15,2020,-0.12437138861203878,0.02785445080482249,-0.8539633212944837,8000,USD,-1.4710811775140331,0.14192975825881568,50,0.1942752493811737,-1.2403457692652027
16,2020,-2.0601004370096674,0.02785445080482249,-0.3792785813441618,4450000,JPY,-0.995910842206861,-0.46052732749713665,100,-0.429997256571036,1.8201822061168218
17,2020,0.8434931355867756,0.02785445080482249,-1.3286480612448057,100000,EUR,0.02467080527915421,0.19669858423662953,100,-1.1166970131184666,1.8201822061168218
18,2020,-2.0601004370096674,0.02785445080482249,-0.18940468536403304,423000,INR,-1.503423057025427,-0.7343714573862059,50,-0.6797062589519198,0.2899182184258095
19,2020,-0.12437138861203878,0.02785445080482249,1.1397125864968682,56000,USD,-0.7940597136907002,0.30623623619225726,100,0.7561205047381624,0.2899182184258095
20,2020,-0.12437138861203878,0.02785445080482249,1.6143973264471903,299000,CNY,-0.9727510662985711,-1.6106726730312275,0,-1.6785422684754552,0.2899182184258095
21,2020,-0.12437138861203878,0.02785445080482249,2.4688298583577697,450000,INR,-1.4982748729776036,-0.7343714573862059,100,-0.6797062589519198,-1.2403457692652027
22,2020,0.8434931355867756,0.02785445080482249,-0.3792785813441618,42000,EUR,-0.9083211903247173,-1.062984413253089,50,-1.0542697625232456,-1.2403457692652027
23,2020,-0.12437138861203878,0.02785445080482249,-1.5185219572249344,98000,USD,-0.2016659328452838,0.7991556699925819,0,0.7561205047381624,0.2899182184258095
24,2020,-0.12437138861203878,0.02785445080482249,1.2346495344869326,115000,USD,0.0381125022588133,-2.2131297587871797,0,-2.2403875238324438,-1.2403457692652027
25,2020,-1.0922359128108532,0.02785445080482249,0.38021700257635327,325000,USD,3.000081406485895,0.7991556699925819,100,0.7561205047381624,-1.2403457692652027
